User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
530,Madelynn Abe,19,68,2000,3,Female,671 George Drive,,Georgetown,KY,40324,38.2,-84.55,23827.00,48582.00,189348.00,546,1
531,Derrick Sadr,84,65,1935,12,Male,6478 Valley Stream Avenue,,Levittown,PA,19054,40.15,-74.85,23207.00,26476.00,406.00,813,5
532,Cayden Murphy,39,69,1980,11,Male,6405 Fifth Avenue,386,Manchester,NH,3104,42.99,-71.45,27706.00,56486.00,116394.00,689,2
533,Heaven Wright,59,71,1960,3,Female,85 Littlewood Avenue,,San Antonio,TX,78217,29.45,-98.5,17609.00,35906.00,69819.00,659,3
534,Perla Myers,19,61,2000,4,Female,528 Spruce Lane,7,Chesterton,IN,46304,41.6,-87.05,27261.00,55587.00,151141.00,621,2
535,Paula Leroux,21,67,1998,4,Female,100 Seventh Drive,,Florence,WI,54121,45.93,-88.25,18016.00,36733.00,0.00,761,3
536,Iliana Brown,48,66,1971,11,Female,58 Catherine Drive,,Omaha,NE,68136,41.26,-96.01,33232.00,67761.00,0.00,745,4
537,Emiliano White,57,56,1963,2,Male,919 Lafayette Avenue,,Murfreesboro,TN,37129,35.85,-86.39,22760.00,36282.00,14141.00,725,1
538,Brenda Masvidal,46,68,1973,7,Female,75 Birch Lane,691,Palm Beach Gardens,FL,33410,26.74,-80.12,27696.00,56467.00,66565.00,688,3
539,Elliot Ajami,55,73,1965,2,Female,82 Jefferson Avenue,,Republic,OH,44867,41.12,-83.01,18462.00,37645.00,46298.00,654,4
540,Byron Morales,48,64,1971,11,Male,3034 Third Boulevard,,Worcester,MA,1602,42.26,-71.8,24506.00,49967.00,62509.00,655,1
541,Jakob Johnson,20,67,1999,11,Male,189 Ninth Lane,8,Langhorne,PA,19047,40.17,-74.91,31656.00,64548.00,14864.00,726,1
542,Bennett Flores,20,66,1999,9,Male,354 Main Drive,,Heathsville,VA,22473,37.91,-76.47,13938.00,28421.00,77772.00,738,1
543,Tori Bailey,33,65,1986,6,Female,689 Littlewood Lane,1,Moulton,AL,35650,34.48,-87.28,17271.00,35213.00,87653.00,719,3
544,Dexter Thomas,48,67,1971,3,Male,1813 Second Lane,,Kenner,LA,70062,29.99,-90.24,14696.00,29962.00,55000.00,684,3
545,Vihaan Ward,49,59,1970,5,Male,710 North Lane,,Bradenton,FL,34203,27.48,-82.57,17590.00,35868.00,48465.00,562,4
546,Francisco Masvidal,31,73,1988,7,Male,5558 Littlewood Avenue,,Lovelock,NV,89419,40.32,-118.2,18734.00,38193.00,39874.00,703,3
547,Adam Myers,48,66,1972,2,Male,819 Park Boulevard,,Terre Haute,IN,47803,39.47,-87.38,21131.00,43084.00,0.00,850,3
548,Bailee Walker,42,72,1977,4,Female,849 Norfolk Lane,,Hubbard,OH,44425,41.16,-80.56,18351.00,37415.00,66403.00,665,1
549,Alaric Flores,40,64,1979,12,Male,390 Tenth Street,3,Newark,NJ,7103,40.72,-74.17,17370.00,35418.00,51741.00,660,6
550,Gustavo Lee,18,62,2002,2,Male,4279 West Boulevard,,Parkton,NC,28371,34.9,-79.01,15331.00,31259.00,40701.00,798,2
551,Uriah Martin,26,66,1993,12,Male,6693 George Drive,,Seattle,WA,98188,47.44,-122.28,20233.00,41255.00,85439.00,683,2
552,Alivia Watson,41,71,1978,3,Female,8 Tenth Drive,2263,Raleigh,NC,27610,35.82,-78.65,17056.00,34774.00,78060.00,850,5
553,Lauryn James,90,75,1929,11,Female,6245 River Lane,,Poughkeepsie,NY,12603,41.69,-73.92,27934.00,51717.00,418.00,717,5
554,Dominik Miller,52,62,1967,9,Male,5581 Federal Street,,Bastrop,TX,78602,30.11,-97.3,20346.00,41483.00,64715.00,584,1
555,Octavia Butler,28,65,1991,3,Female,99 El Camino Drive,6,Barton,MD,21521,39.53,-79.01,17079.00,34825.00,65082.00,759,1
556,Yosef Cruz,51,72,1969,2,Male,2994 Tenth Lane,,Fayetteville,NC,28306,35.05,-78.87,18316.00,37346.00,64030.00,680,5
557,Galilea Gonzalez,58,67,1961,10,Female,927 Ocean View Drive,5,Miami,FL,33196,25.77,-80.2,21923.00,44699.00,21685.00,842,5
558,Thatcher Xi,35,73,1984,10,Male,356 Mill Street,,The Villages,FL,32162,28.92,-81.92,8491.00,17316.00,26872.00,748,1
559,Cody Wood,57,67,1962,3,Male,45 Maple Lane,,Holden,ME,4429,44.75,-68.67,24259.00,49467.00,77465.00,697,5
560,Rylee Schmidt,18,68,2001,11,Female,3395 Spruce Drive,,Kansas City,KS,66103,39.1,-94.62,16795.00,34242.00,0.00,837,1
561,Nicolas Peres,25,63,1994,10,Male,2800 Third Drive,,Birmingham,AL,35244,33.52,-86.79,34578.00,70502.00,90003.00,614,2
562,Brielle Brooks,59,67,1960,9,Female,645 Catherine Lane,9,Boston,MA,2127,42.35,-71.06,39312.00,80156.00,61817.00,735,4
563,Danica Watson,51,63,1968,12,Female,1248 Second Drive,,Meriden,CT,6450,41.53,-72.79,24393.00,49737.00,136056.00,643,1
564,Gregory Ajami,60,60,1959,12,Male,700 Lexington Avenue,,Dover,OH,44622,40.52,-81.47,18794.00,31003.00,23000.00,699,3
565,Jennifer Peres,23,66,1996,9,Female,9264 Norfolk Lane,,Orlando,FL,32811,28.5,-81.37,14405.00,29376.00,51428.00,629,1
566,Kathleen Allen,56,63,1963,11,Female,4581 Eighth Boulevard,,Eastman,GA,31023,32.19,-83.17,14425.00,29413.00,46043.00,703,2
567,Layla Myers,28,64,1992,1,Female,146 Lafayette Drive,,Ridgefield,WA,98642,45.79,-122.69,27308.00,55684.00,114269.00,722,3
568,Fabian Collins,39,60,1980,10,Male,6757 Eighth Avenue,,Staunton,IL,62088,39.01,-89.78,20056.00,40894.00,51844.00,657,1
569,Samara Price,64,66,1956,1,Female,599 First Drive,,Fontana,CA,92336,34.14,-117.45,23172.00,47242.00,62224.00,704,6
570,Charles Edwards,65,67,1954,12,Male,654 Birch Lane,,Omaha,NE,68107,41.26,-96.01,14199.00,28951.00,56777.00,711,2
571,Luka Flores,53,68,1966,6,Male,6223 Lexington Drive,5623,Allen,TX,75002,33.1,-96.66,32580.00,66428.00,197102.00,669,2
572,Sylvie Brown,52,64,1968,2,Female,25622 Lake Street,6244,Pearland,TX,77584,29.55,-95.27,36253.00,73920.00,166395.00,683,1
573,Alaia Jackson,22,73,1998,2,Female,5762 River Lane,83,Salt Lake City,UT,84112,40.76,-111.84,10539.00,21490.00,32587.00,682,2
574,Marlee Phillips,68,64,1951,4,Female,315 Norfolk Lane,,Somerville,MA,2143,42.39,-71.1,31849.00,59938.00,36978.00,670,1
575,Vladimir Xi,54,65,1965,6,Male,758 Sixth Boulevard,832,Monroe,NY,10950,41.32,-74.18,25534.00,52062.00,97881.00,775,4
576,Tyson Young,58,65,1961,10,Male,860 Maple Avenue,9,Union City,CA,94587,37.59,-122.06,29097.00,59322.00,145137.00,694,3
577,Miya Russell,26,69,1993,9,Female,229 Norfolk Street,,Troy,MI,48083,42.58,-83.14,26120.00,53254.00,131334.00,736,1
578,Soren Martinez,61,67,1958,11,Male,4975 Madison Boulevard,,Indianapolis,IN,46235,39.77,-86.14,16045.00,32716.00,46919.00,593,3
579,Chandler Morales,79,68,1940,3,Male,5336 Tenth Drive,,Muskegon,MI,49441,43.22,-86.25,19131.00,30977.00,21507.00,796,5
580,Reign Russell,67,71,1952,10,Female,311 Washington Lane,,Adrian,MI,49221,41.89,-84.04,17144.00,34954.00,5942.00,729,3
581,Ellen Watson,47,69,1973,2,Female,1342 Hill Lane,,Chicago,IL,60623,41.83,-87.68,11951.00,24372.00,63295.00,793,4
582,Guadalupe Chen,51,66,1968,7,Female,2554 11th Lane,67,Defiance,OH,43512,41.28,-84.36,18229.00,37169.00,93844.00,722,3
583,Blake Sanchez,36,69,1983,8,Male,995 Martin Luther King Street,,Houston,TX,77047,29.76,-95.38,19554.00,39871.00,73726.00,719,4
584,Lauryn Fox,44,68,1976,2,Female,1450 Rose Drive,39,Morristown,MN,55052,44.22,-93.44,19630.00,40026.00,70877.00,768,1
585,Gwen Evans,19,67,2000,3,Female,762 Lake Drive,,Sugar Land,TX,77478,29.61,-95.61,35183.00,71740.00,38238.00,767,2
586,Avery Williams,21,66,1998,8,Male,72834 Grant Boulevard,,Hempstead,NY,11550,40.7,-73.61,20152.00,41087.00,22720.00,695,2
587,Maleah Morris,18,55,2001,12,Female,892 Third Boulevard,,Anchorage,AK,99507,61.14,-149.76,28730.00,58579.00,94998.00,808,1
588,Colt Martinez,86,68,1933,9,Male,90 Lexington Drive,,San Antonio,TX,78230,29.45,-98.5,29557.00,33426.00,1852.00,699,4
589,Winnie Nelson,23,65,1997,2,Female,98 Mountain View Drive,30,Lafayette,LA,70506,30.21,-92.02,22001.00,44862.00,78350.00,750,3
590,Cade Campbell,34,65,1985,10,Male,8229 Bayview Avenue,,Amherst,OH,44001,41.4,-82.23,22261.00,45388.00,64749.00,723,1
591,Ivan Morales,73,68,1946,9,Male,9355 Ocean View Drive,,Tucker,GA,30084,33.85,-84.22,22682.00,34220.00,0.00,745,5
592,Trent Brown,19,66,2000,9,Male,616 Catherine Avenue,,Devon,PA,19333,40.04,-75.42,58297.00,118862.00,276156.00,782,1
593,Azariah Diaz,20,62,1999,9,Female,825 Norfolk Drive,,Getzville,NY,14068,43.02,-78.75,29558.00,60265.00,80939.00,582,3
594,Khalid Cooper,45,66,1974,3,Male,8385 Mill Boulevard,,Vancleve,KY,41385,37.62,-83.41,11644.00,23740.00,4313.00,841,3
595,Fisher Roman,39,67,1980,5,Male,9735 Birch Street,9940,Miami,FL,33175,25.77,-80.2,18828.00,38386.00,74820.00,850,6
596,Harrison Fisher,46,70,1973,6,Male,285 Washington Street,500,Woonsocket,RI,2895,41.99,-71.5,19065.00,38872.00,86648.00,585,1
597,Anabelle Faraday,37,68,1982,3,Female,49 Tenth Street,,Atlanta,GA,30316,33.72,-84.32,24196.00,49335.00,51520.00,773,3
598,Valerie Scott,50,79,1969,9,Female,6695 River Lane,3,Monroe,MI,48161,41.91,-83.38,19736.00,40246.00,74352.00,641,5
599,Kace Gao,50,66,1970,1,Male,1012 Hill Drive,,Chicago,IL,60622,41.83,-87.68,39789.00,81122.00,112394.00,682,5
600,Jayceon Neufelder,18,64,2001,4,Male,5819 Norfolk Drive,56,Punta Gorda,FL,33950,26.89,-82.05,14352.00,29265.00,37375.00,647,1
601,Darius Evans,51,65,1968,4,Male,774 Wessex Lane,864,Gilbert,AZ,85295,33.3,-111.74,30557.00,62304.00,113416.00,719,4
602,Dean Lonsdale,54,65,1965,10,Male,6721 Sussex Drive,2761,Carrollton,TX,75006,32.98,-96.89,21381.00,43598.00,15891.00,757,4
603,Zavier Allen,54,63,1965,5,Male,990 West Street,10,Rosharon,TX,77583,29.37,-95.45,22856.00,46603.00,57177.00,612,1
604,Nathan Sanders,26,71,1993,3,Male,7703 Fourth Avenue,58,Fort Lauderdale,FL,33311,26.14,-80.13,14191.00,28931.00,34511.00,711,4
605,Susan Labelle,42,71,1977,9,Female,338 Bayview Lane,,Broad Run,VA,20137,38.81,-77.72,35905.00,73208.00,115827.00,664,6
606,Ellianna Cooper,42,68,1978,2,Female,794 Lake Street,,Township Of Washington,NJ,7676,40.98,-74.06,37908.00,77288.00,46160.00,771,4
607,Shepherd Cox,30,66,1989,9,Male,6657 West Street,,Lake Worth,FL,33463,26.61,-80.05,18415.00,37544.00,15489.00,703,4
608,Dallas Fox,58,65,1961,11,Male,217 Fifth Lane,,Cornell,IL,61319,40.99,-88.72,19926.00,40628.00,66552.00,636,1
609,Kimora Lewis,24,68,1995,4,Female,418 Elm Street,,Warm Springs,GA,31830,32.88,-84.67,15433.00,31469.00,53555.00,645,1
610,Milo Walker,53,65,1967,2,Male,9385 Birch Street,,Albuquerque,NM,87121,35.11,-106.62,15385.00,31369.00,0.00,707,3
611,Ophelia Peres,36,65,1983,9,Female,7643 Martin Luther King Street,,Greenville,OH,45331,40.1,-84.62,16351.00,33339.00,83353.00,679,2
612,Kyree Wood,25,65,1994,11,Male,944 Lexington Boulevard,,Cantonment,FL,32533,30.6,-87.34,20273.00,41338.00,90737.00,772,1
613,Alma Xi,54,66,1965,12,Female,85 Lafayette Boulevard,,Carthage,NY,13619,43.98,-75.6,17220.00,35114.00,24637.00,686,5
614,Bryan Ajami,39,65,1980,9,Male,5193 East Street,77,Louisville,KY,40299,38.22,-85.74,25258.00,51499.00,7226.00,788,4
615,Joslyn Faraday,85,67,1934,10,Female,577 12th Lane,,Lakewood,NJ,8701,40.09,-74.21,13006.00,9795.00,396.00,771,7
616,Prakash Braun,19,67,2000,9,Male,1317 Wessex Lane,,Belmont,CA,94002,37.5,-122.3,46616.00,95045.00,132371.00,708,3
617,Kace Gomez,66,72,1953,3,Male,9218 Martin Luther King Avenue,,Mulberry,FL,33860,27.9,-81.97,17944.00,36589.00,86573.00,676,3
618,Romina Smith,59,63,1960,11,Female,4701 Littlewood Drive,,Tampa,FL,33618,27.95,-82.48,28916.00,58959.00,109358.00,598,2
619,Kaleb Lonsdale,61,61,1958,12,Male,363 Third Drive,,Pinole,CA,94564,37.99,-122.27,25849.00,28210.00,22961.00,655,2
620,Colton Stewart,39,68,1980,5,Male,700 Rose Avenue,,Laurel,MD,20708,39.09,-76.85,27635.00,56347.00,32530.00,779,3
621,Alicia Young,59,72,1961,1,Female,704 Summit Drive,4775,Claremont,NC,28610,35.71,-81.15,18029.00,36760.00,95755.00,593,2
622,Cassius Schmidt,38,67,1981,11,Male,8897 East Street,,Carmel,CA,93923,36.46,-121.82,29174.00,59482.00,130605.00,688,4
623,Sadie Cruz,55,60,1964,5,Female,4941 Ocean View Drive,3,Fort Worth,TX,76119,32.75,-97.33,12175.00,24827.00,60261.00,590,1
624,Royalty Miller,67,65,1953,1,Female,9205 Summit Street,,San Jose,CA,95134,37.42,-121.94,51631.00,52929.00,37514.00,737,7
625,Nathaniel Bell,52,70,1967,12,Male,469 Mountain View Boulevard,,Indianapolis,IN,46256,39.77,-86.14,31114.00,63433.00,122550.00,770,7
626,Judah Richardson,21,67,1998,11,Male,78596 Birch Drive,,Houston,TX,77049,29.76,-95.38,19364.00,39485.00,144101.00,685,1
627,Celine Gutierrez,33,59,1986,8,Female,142 Valley Drive,,Valparaiso,IN,46383,41.47,-87.05,25472.00,51938.00,97252.00,697,2
628,Lucinda Cox,68,53,1951,12,Female,6723 Maple Street,10,Annandale,VA,22003,38.83,-77.21,30622.00,65298.00,18684.00,524,2
629,Zaniyah Lewis,58,65,1962,1,Female,501 Grant Lane,,Trenton,GA,30752,34.87,-85.5,15950.00,32520.00,29433.00,731,4
630,Chandler Wright,41,63,1978,8,Male,992 Martin Luther King Avenue,,Park Forest,IL,60466,41.48,-87.68,19359.00,39472.00,82626.00,698,1
631,Victoria Edwards,37,66,1982,5,Female,4189 Birch Street,,Kilauea,HI,96754,22.21,-159.41,16898.00,34457.00,48966.00,666,2
632,Alessandro Thompson,48,73,1971,12,Male,2193 Sixth Avenue,,Highland,NY,12528,41.71,-73.96,26227.00,53478.00,73030.00,674,3
633,Keegan Myers,39,68,1980,10,Male,952 Mountain View Boulevard,455,Ludington,MI,49431,43.95,-86.44,15863.00,32343.00,59006.00,732,3
634,Remington Labelle,83,65,1937,1,Male,637 Seventh Street,,Westminster,SC,29693,34.66,-83.09,15406.00,31943.00,1248.00,686,6
635,Jillian Ramirez,41,56,1978,10,Female,9413 12th Boulevard,8,Manly,IA,50456,43.28,-93.2,16081.00,32789.00,47679.00,699,2
636,William Foster,29,64,1990,8,Male,1734 George Drive,,San Francisco,CA,94134,37.72,-122.41,20536.00,41873.00,76725.00,717,1
637,Kenny Evans,44,66,1976,1,Male,9900 Ninth Avenue,,Bloomfield,IN,47424,39.02,-86.93,18204.00,37115.00,58438.00,685,3
638,Kaylani Thompson,40,65,1979,12,Female,613 George Boulevard,,Stanford,KY,40484,37.53,-84.66,15202.00,30997.00,81716.00,722,2
639,Alina Braun,25,67,1994,8,Female,157 Eighth Street,,Bellevue,WA,98005,47.62,-122.16,43432.00,88554.00,142154.00,701,2
640,Simeon Miller,29,63,1990,3,Male,32595 River Drive,,Shafter,CA,93263,35.49,-119.3,14556.00,29682.00,65845.00,659,2
641,Kade Williams,61,68,1959,1,Male,6762 Second Street,,Bennett,CO,80102,39.75,-104.42,26369.00,53762.00,37361.00,689,8
642,Gwendolyn Labelle,19,66,2001,1,Female,534 Norfolk Lane,,New York,NY,10026,40.71,-73.99,26718.00,54477.00,72241.00,802,2
643,Frances Johnson,30,67,1989,7,Female,385 Grant Street,,Independence,MO,64050,39.08,-94.35,16224.00,33076.00,50117.00,721,3
644,Reid Robinson,58,67,1961,5,Male,1034 Pine Boulevard,6545,Erie,PA,16505,42.12,-80.08,24324.00,49595.00,68057.00,676,1
645,Pierce Perry,31,67,1988,12,Male,8803 Washington Boulevard,,Scituate,MA,2066,42.18,-70.73,40226.00,82019.00,64583.00,695,3
646,Ulises Chen,76,66,1943,5,Male,3462 Ocean Boulevard,,Sacramento,CA,95831,38.49,-121.53,26815.00,51942.00,22839.00,723,4
647,Faith Myers,74,67,1945,3,Female,54 Lafayette Street,22,Chula Vista,CA,91910,32.63,-117.05,20102.00,29130.00,8746.00,720,5
648,Maya Torres,71,66,1948,8,Female,5822 Fourth Boulevard,,Charleston,WV,25312,38.35,-81.63,16835.00,13937.00,3854.00,783,4
649,Austin Robinson,20,63,1999,3,Male,592 Hillside Drive,,Berwyn,IL,60402,41.84,-87.79,18714.00,38158.00,80609.00,666,1
650,Amora Jenkins,47,67,1972,7,Female,45 Ocean Lane,37,Batavia,IL,60510,41.85,-88.3,33701.00,68710.00,201796.00,717,3
651,Finley Evans,37,75,1983,1,Female,94 Ocean Avenue,,Naperville,IL,60564,41.76,-88.15,49195.00,100303.00,53919.00,821,2
652,Naomi Anwar,58,65,1961,11,Female,9191 Main Avenue,,Epping,NH,3042,43.03,-71.07,25001.00,50980.00,87715.00,691,1
653,Levi Gomez,18,69,2002,1,Male,5504 Spruce Drive,,Sergeant Bluff,IA,51054,42.4,-96.35,22958.00,46810.00,0.00,747,2
654,Hugo Diaz,61,65,1959,2,Male,945 Third Avenue,,Sammamish,WA,98075,47.58,-122.03,50607.00,103185.00,206422.00,564,1
655,Colson James,23,71,1996,4,Male,938 Maple Boulevard,,North Las Vegas,NV,89081,36.25,-115.08,22907.00,46704.00,91946.00,810,1
656,Gianni Merkel,35,61,1985,1,Male,583 Seventh Street,4,Wynnewood,PA,19096,39.99,-75.27,50579.00,103126.00,130160.00,642,1
657,Anakin Harris,48,61,1971,6,Male,8993 Madison Avenue,,Fayetteville,NC,28312,34.93,-78.72,18376.00,37468.00,73448.00,666,3
658,Evelyn Hall,51,67,1968,7,Female,6840 North Lane,,Mount Kisco,NY,10549,41.2,-73.73,55274.00,112695.00,35135.00,840,6
659,Maximus Cruz,23,65,1996,5,Male,512 Tenth Street,,Holland,MI,49424,42.77,-86.1,21668.00,44181.00,82622.00,701,1
660,Princess Collins,26,65,1993,5,Female,388 Third Street,9,Mohegan Lake,NY,10547,41.31,-73.84,33263.00,67820.00,86177.00,628,2
661,Francesca Schmidt,80,67,1939,4,Female,499 Lafayette Lane,,Frankfort,IN,46041,40.28,-86.51,16421.00,24884.00,1828.00,850,6
662,Juliette Wright,41,53,1978,8,Female,165 Fourth Street,,San Diego,CA,92130,32.95,-117.19,0.00,553.00,740.00,719,3
663,Leif Sullivan,40,64,1979,11,Male,83302 Valley Stream Lane,,Foxboro,MA,2035,42.06,-71.24,35544.00,72470.00,133421.00,711,2
664,Selena Thompson,35,66,1984,11,Female,610 Lake Drive,,Hillsboro,IL,62049,39.16,-89.48,17696.00,36081.00,118151.00,682,2
665,Jayden Myers,37,68,1982,6,Male,13 Federal Street,,Woburn,MA,1801,42.48,-71.15,29122.00,59375.00,0.00,729,2
666,Rodney James,18,70,2002,2,Male,18 Bayview Avenue,2,Hernando,MS,38632,34.82,-89.98,23782.00,48491.00,158871.00,588,1
667,Stephanie Gomez,60,67,1959,4,Female,89075 Spruce Drive,,West Baden Springs,IN,47469,38.56,-86.61,15138.00,30867.00,12686.00,794,3
668,Annabella Ward,33,67,1986,5,Female,906 Little Creek Drive,,Monroe,NC,28110,34.98,-80.54,19605.00,39974.00,64403.00,652,2
669,Camden Neufelder,39,72,1981,2,Male,1105 Wessex Avenue,,Arlington,TX,76002,32.69,-97.12,24331.00,49611.00,110543.00,739,4
670,Cristiano Morris,24,69,1995,10,Male,841 Spruce Drive,3,Hammond,LA,70401,30.5,-90.46,17584.00,35856.00,73257.00,712,4
671,Ansley Reed,35,72,1984,9,Female,707 Elm Boulevard,3,Covington,VA,24426,37.77,-79.99,17537.00,35760.00,62768.00,830,1
672,Colten Bailey,40,69,1979,6,Male,2336 George Drive,,Greenville,SC,29611,34.83,-82.37,13249.00,27013.00,58806.00,651,3
673,Kole Gonzalez,63,62,1956,4,Male,690 Catherine Street,,Aurora,CO,80013,39.69,-104.81,24849.00,58006.00,20196.00,774,1
674,Brylee Wilson,80,67,1940,1,Female,305 Pine Avenue,,Kent,WA,98032,47.39,-122.26,24884.00,39110.00,363.00,750,5
675,Isabela Bell,38,66,1981,12,Female,422 Burns Street,,Shepherdsville,KY,40165,37.98,-85.71,19661.00,40087.00,17392.00,712,2
676,Lane Cooper,46,65,1973,10,Male,12067 Federal Boulevard,,Philadelphia,PA,19135,39.95,-75.16,17603.00,35891.00,87749.00,577,3
677,Rosie Lonsdale,83,65,1936,3,Female,480 Catherine Drive,,Stamford,CT,6902,41.09,-73.55,37213.00,74753.00,1585.00,726,5
678,Finley Reed,31,70,1988,5,Male,1495 Elm Boulevard,,Banning,CA,92220,33.92,-116.83,13002.00,26511.00,21869.00,769,6
679,Kian Richardson,76,69,1943,4,Male,2609 Plum Drive,,Olathe,KS,66061,38.88,-94.81,28490.00,19682.00,0.00,683,4
680,Sadie Braun,81,64,1938,9,Female,678 Park Drive,,Miami,FL,33179,25.77,-80.2,19386.00,23217.00,2559.00,616,3
681,Avi Wilson,30,66,1989,5,Male,323 Eighth Drive,54,Boulder,CO,80302,40.02,-105.25,33151.00,67589.00,0.00,734,3
682,Atlas Fox,30,68,1989,8,Male,4262 Madison Drive,9,South Hamilton,MA,1982,42.62,-70.86,45596.00,92960.00,64167.00,724,3
683,Macy Wilson,52,61,1967,4,Female,2332 Elm Lane,,Walnut Creek,CA,94596,37.89,-122.03,42685.00,87030.00,156474.00,646,5
684,Keanu Ortiz,72,66,1948,2,Male,493 South Street,,Ridgewood,NY,11385,40.7,-73.89,19329.00,22918.00,11371.00,750,5
685,Samara Cruz,29,56,1990,9,Female,8958 Catherine Street,6,Stockton,UT,84071,40.3,-112.3,24445.00,49842.00,79750.00,698,1
686,Miya Campbell,36,75,1983,4,Female,3194 Norfolk Street,28,Seaford,DE,19973,38.64,-75.61,17624.00,35933.00,23451.00,812,2
687,Leon Lewis,42,67,1978,2,Male,376 Fourth Drive,,Waimanalo,HI,96795,21.34,-157.72,18080.00,36860.00,65049.00,714,3
688,Scott Sanchez,53,70,1967,2,Male,302 Park Boulevard,,Cordele,GA,31015,31.96,-83.77,13864.00,28269.00,66681.00,734,6
689,Clyde Fisher,20,66,1999,11,Male,135 Spruce Lane,,Ottawa,OH,45875,41.02,-84.04,19827.00,40426.00,76199.00,727,1
690,Yaretzi Kelley,43,71,1976,8,Female,93 11th Avenue,,Anaheim,CA,92804,33.81,-117.97,18330.00,37371.00,3378.00,739,4
691,Evelynn Foster,33,68,1986,9,Female,212 Ocean View Avenue,9,San Rafael,CA,94903,38.02,-122.54,33148.00,67589.00,106072.00,602,2
692,Clyde Brooks,55,66,1964,4,Male,455 Little Creek Boulevard,99,Williston Park,NY,11596,40.75,-73.64,39705.00,80957.00,161166.00,683,6
693,Linda Phillips,64,69,1955,7,Female,729 Littlewood Avenue,,Wilton,CT,6897,41.18,-73.42,94302.00,192269.00,100192.00,700,6
694,Bo Bailey,34,75,1985,8,Male,6444 Madison Drive,4,Tucson,AZ,85710,32.22,-110.82,17480.00,35641.00,64419.00,625,2
695,Alice Torres,33,69,1986,8,Female,850 Birch Avenue,,Lobelville,TN,37097,35.75,-87.79,14073.00,28696.00,52910.00,686,4
696,Lance Xi,30,65,1989,4,Male,7350 Fourth Lane,2,Rome,NY,13440,43.21,-75.47,18712.00,38153.00,92466.00,658,1
697,Ana Gray,51,73,1968,8,Female,2897 West Street,,Lorton,VA,22079,38.7,-77.24,35062.00,71490.00,0.00,782,3
698,Magdalena Schmidt,20,67,1999,12,Female,3183 Burns Boulevard,2,Woodland,WA,98674,45.94,-122.67,21093.00,43006.00,26144.00,688,2
699,Guillermo Richardson,44,67,1975,6,Male,41043 Lincoln Lane,6,Saint Amant,LA,70774,30.19,-90.78,24289.00,49523.00,89129.00,688,4
700,Mohammed Carter,31,76,1988,11,Male,7948 Martin Luther King Avenue,9,Memphis,TN,38106,35.1,-90,10730.00,21876.00,20169.00,786,2
701,Brooklynn Butler,27,67,1992,8,Female,8893 Valley Drive,,Griffith,IN,46319,41.52,-87.42,21992.00,44843.00,67179.00,756,2
702,Kaiya Johnson,43,65,1976,3,Female,41332 Lincoln Avenue,,Durham,NC,27704,35.98,-78.91,17625.00,35938.00,47204.00,670,3
703,Arielle Williams,73,65,1946,10,Female,518 Main Street,1,Danville,VA,24541,36.58,-79.4,16745.00,28553.00,19507.00,745,5
704,Thea Harris,18,68,2001,12,Female,753 East Avenue,8,Fayetteville,NC,28311,35.05,-78.87,19520.00,39803.00,53607.00,695,1
705,Hana Flores,50,68,1969,9,Female,9982 Summit Boulevard,3516,Murrieta,CA,92563,33.57,-117.14,24069.00,49076.00,56547.00,715,4
706,Ledger Barnes,41,65,1978,10,Male,8425 East Lane,,Cleveland,OH,44143,41.47,-81.67,27646.00,56368.00,71544.00,664,3
707,Julieta Gao,35,66,1984,6,Female,9006 Ocean Boulevard,,Philadelphia,PA,19138,39.95,-75.16,16114.00,32855.00,94228.00,693,2
708,Ian Reyes,65,64,1955,2,Male,364 Eighth Drive,,Fort Worth,TX,76148,32.75,-97.33,21401.00,18149.00,26672.00,738,2
709,Brecken Roman,44,65,1975,11,Male,8349 Valley Avenue,,Wellington,OH,44090,41.16,-82.22,19818.00,40407.00,25986.00,697,3
710,Harry Murphy,19,60,2000,6,Male,57285 Jefferson Avenue,,Surprise,AZ,85388,33.61,-112.46,23747.00,48418.00,73106.00,756,2
711,Keenan Labelle,61,73,1958,7,Male,9888 Washington Boulevard,4,Levittown,NY,11756,40.72,-73.51,29337.00,59815.00,73325.00,573,2
712,Carlee Fu,23,66,1996,8,Female,9392 Fifth Avenue,,Chicago,IL,60612,41.83,-87.68,20822.00,42454.00,63754.00,750,4
713,Lillian Butler,43,69,1976,5,Female,580 Fifth Boulevard,,Bessemer City,NC,28016,35.28,-81.28,16073.00,32775.00,72785.00,637,1
714,Santino Powell,36,67,1983,12,Male,42720 East Drive,,Mukwonago,WI,53149,42.86,-88.33,28215.00,57532.00,61268.00,735,4
715,Scarlet Martin,34,67,1985,11,Female,97 Fourth Drive,,Mena,AR,71953,34.58,-94.23,12910.00,26325.00,32456.00,562,1
716,Landry Smith,70,74,1950,1,Male,20382 Park Drive,,Fremont,CA,94536,37.56,-121.98,33727.00,68765.00,75608.00,798,5
717,Merrick Barnes,26,58,1993,4,Male,7344 Oak Drive,,Saint Marys,PA,15857,41.42,-78.55,18965.00,38670.00,80894.00,630,1
718,Ari Phillips,57,65,1962,11,Female,4940 Ocean View Drive,,Prichard,WV,25555,38.21,-82.56,17918.00,36528.00,109785.00,701,3
